siteverkey_cat2,num_previous_months_binned,months,chosen_subs_length,subscription_summary_no_market,is_in_training
ORG,39,12,24,ssc-ORG_ac-39_m-12_ccsl-24,FALSE
ORG,39,12,3,ssc-ORG_ac-39_m-12_ccsl-3,FALSE
ORG,39,12,gen,ssc-ORG_ac-39_m-12_ccsl-gen,FALSE
ORG,39,24,1,ssc-ORG_ac-39_m-24_ccsl-1,FALSE
ORG,39,24,-1,ssc-ORG_ac-39_m-24_ccsl--1,FALSE
ORG,39,24,12,ssc-ORG_ac-39_m-24_ccsl-12,FALSE
ORG,39,24,24,ssc-ORG_ac-39_m-24_ccsl-24,FALSE
ORG,39,24,3,ssc-ORG_ac-39_m-24_ccsl-3,FALSE
ORG,39,24,gen,ssc-ORG_ac-39_m-24_ccsl-gen,FALSE
SS,0,1,1,ssc-SS_ac-0_m-1_ccsl-1,TRUE
SS,0,1,-1,ssc-SS_ac-0_m-1_ccsl--1,TRUE
SS,0,1,12,ssc-SS_ac-0_m-1_ccsl-12,TRUE
SS,0,1,24,ssc-SS_ac-0_m-1_ccsl-24,TRUE
SS,0,1,3,ssc-SS_ac-0_m-1_ccsl-3,TRUE
SS,0,1,gen,ssc-SS_ac-0_m-1_ccsl-gen,FALSE
SS,0,3,1,ssc-SS_ac-0_m-3_ccsl-1,TRUE
SS,0,3,-1,ssc-SS_ac-0_m-3_ccsl--1,TRUE
SS,0,3,12,ssc-SS_ac-0_m-3_ccsl-12,TRUE
SS,0,3,24,ssc-SS_ac-0_m-3_ccsl-24,TRUE
SS,0,3,3,ssc-SS_ac-0_m-3_ccsl-3,TRUE
SS,0,3,gen,ssc-SS_ac-0_m-3_ccsl-gen,FALSE
SS,0,12,1,ssc-SS_ac-0_m-12_ccsl-1,TRUE
SS,0,12,-1,ssc-SS_ac-0_m-12_ccsl--1,TRUE
SS,0,12,12,ssc-SS_ac-0_m-12_ccsl-12,TRUE
SS,0,12,24,ssc-SS_ac-0_m-12_ccsl-24,FALSE
SS,0,12,3,ssc-SS_ac-0_m-12_ccsl-3,TRUE
SS,0,12,gen,ssc-SS_ac-0_m-12_ccsl-gen,FALSE
SS,0,24,1,ssc-SS_ac-0_m-24_ccsl-1,FALSE
SS,0,24,-1,ssc-SS_ac-0_m-24_ccsl--1,FALSE
SS,0,24,12,ssc-SS_ac-0_m-24_ccsl-12,FALSE
SS,0,24,24,ssc-SS_ac-0_m-24_ccsl-24,FALSE
SS,0,24,3,ssc-SS_ac-0_m-24_ccsl-3,FALSE
SS,0,24,gen,ssc-SS_ac-0_m-24_ccsl-gen,FALSE
SS,1,1,1,ssc-SS_ac-1_m-1_ccsl-1,FALSE
SS,1,1,-1,ssc-SS_ac-1_m-1_ccsl--1,FALSE
SS,1,1,12,ssc-SS_ac-1_m-1_ccsl-12,FALSE
SS,1,1,24,ssc-SS_ac-1_m-1_ccsl-24,FALSE
SS,1,1,3,ssc-SS_ac-1_m-1_ccsl-3,FALSE
SS,1,1,gen,ssc-SS_ac-1_m-1_ccsl-gen,TRUE
SS,1,3,1,ssc-SS_ac-1_m-3_ccsl-1,FALSE
SS,1,3,-1,ssc-SS_ac-1_m-3_ccsl--1,FALSE
SS,1,3,12,ssc-SS_ac-1_m-3_ccsl-12,FALSE
SS,1,3,24,ssc-SS_ac-1_m-3_ccsl-24,FALSE
SS,1,3,3,ssc-SS_ac-1_m-3_ccsl-3,FALSE
SS,1,3,gen,ssc-SS_ac-1_m-3_ccsl-gen,TRUE
SS,1,12,1,ssc-SS_ac-1_m-12_ccsl-1,FALSE
SS,1,12,-1,ssc-SS_ac-1_m-12_ccsl--1,FALSE
SS,1,12,12,ssc-SS_ac-1_m-12_ccsl-12,FALSE
SS,1,12,24,ssc-SS_ac-1_m-12_ccsl-24,FALSE
SS,1,12,3,ssc-SS_ac-1_m-12_ccsl-3,FALSE
SS,1,12,gen,ssc-SS_ac-1_m-12_ccsl-gen,TRUE
SS,1,24,1,ssc-SS_ac-1_m-24_ccsl-1,FALSE
SS,1,24,-1,ssc-SS_ac-1_m-24_ccsl--1,FALSE
SS,1,24,12,ssc-SS_ac-1_m-24_ccsl-12,FALSE
SS,1,24,24,ssc-SS_ac-1_m-24_ccsl-24,FALSE
SS,1,24,3,ssc-SS_ac-1_m-24_ccsl-3,FALSE
SS,1,24,gen,ssc-SS_ac-1_m-24_ccsl-gen,FALSE
SS,2,1,1,ssc-SS_ac-2_m-1_ccsl-1,FALSE
SS,2,1,-1,ssc-SS_ac-2_m-1_ccsl--1,FALSE
SS,2,1,12,ssc-SS_ac-2_m-1_ccsl-12,FALSE
SS,2,1,24,ssc-SS_ac-2_m-1_ccsl-24,FALSE
SS,2,1,3,ssc-SS_ac-2_m-1_ccsl-3,FALSE
SS,2,1,gen,ssc-SS_ac-2_m-1_ccsl-gen,TRUE
SS,2,3,1,ssc-SS_ac-2_m-3_ccsl-1,FALSE
SS,2,3,-1,ssc-SS_ac-2_m-3_ccsl--1,FALSE
SS,2,3,12,ssc-SS_ac-2_m-3_ccsl-12,FALSE
SS,2,3,24,ssc-SS_ac-2_m-3_ccsl-24,FALSE
SS,2,3,3,ssc-SS_ac-2_m-3_ccsl-3,FALSE
SS,2,3,gen,ssc-SS_ac-2_m-3_ccsl-gen,TRUE
SS,2,12,1,ssc-SS_ac-2_m-12_ccsl-1,FALSE
SS,2,12,-1,ssc-SS_ac-2_m-12_ccsl--1,FALSE
SS,2,12,12,ssc-SS_ac-2_m-12_ccsl-12,FALSE
SS,2,12,24,ssc-SS_ac-2_m-12_ccsl-24,FALSE
SS,2,12,3,ssc-SS_ac-2_m-12_ccsl-3,FALSE
SS,2,12,gen,ssc-SS_ac-2_m-12_ccsl-gen,TRUE
SS,2,24,1,ssc-SS_ac-2_m-24_ccsl-1,FALSE
SS,2,24,-1,ssc-SS_ac-2_m-24_ccsl--1,FALSE
SS,2,24,12,ssc-SS_ac-2_m-24_ccsl-12,FALSE
SS,2,24,24,ssc-SS_ac-2_m-24_ccsl-24,FALSE
SS,2,24,3,ssc-SS_ac-2_m-24_ccsl-3,FALSE
SS,2,24,gen,ssc-SS_ac-2_m-24_ccsl-gen,FALSE
SS,3,1,1,ssc-SS_ac-3_m-1_ccsl-1,FALSE
SS,3,1,-1,ssc-SS_ac-3_m-1_ccsl--1,FALSE
SS,3,1,12,ssc-SS_ac-3_m-1_ccsl-12,FALSE
SS,3,1,24,ssc-SS_ac-3_m-1_ccsl-24,FALSE
SS,3,1,3,ssc-SS_ac-3_m-1_ccsl-3,FALSE
SS,3,1,gen,ssc-SS_ac-3_m-1_ccsl-gen,TRUE
SS,3,3,1,ssc-SS_ac-3_m-3_ccsl-1,FALSE
SS,3,3,-1,ssc-SS_ac-3_m-3_ccsl--1,FALSE
SS,3,3,12,ssc-SS_ac-3_m-3_ccsl-12,FALSE
SS,3,3,24,ssc-SS_ac-3_m-3_ccsl-24,FALSE
SS,3,3,3,ssc-SS_ac-3_m-3_ccsl-3,FALSE
SS,3,3,gen,ssc-SS_ac-3_m-3_ccsl-gen,TRUE
SS,3,12,1,ssc-SS_ac-3_m-12_ccsl-1,FALSE
SS,3,12,-1,ssc-SS_ac-3_m-12_ccsl--1,FALSE
SS,3,12,12,ssc-SS_ac-3_m-12_ccsl-12,FALSE
SS,3,12,24,ssc-SS_ac-3_m-12_ccsl-24,FALSE
SS,3,12,3,ssc-SS_ac-3_m-12_ccsl-3,FALSE
SS,3,12,gen,ssc-SS_ac-3_m-12_ccsl-gen,TRUE
SS,3,24,1,ssc-SS_ac-3_m-24_ccsl-1,FALSE
SS,3,24,-1,ssc-SS_ac-3_m-24_ccsl--1,FALSE
SS,3,24,12,ssc-SS_ac-3_m-24_ccsl-12,FALSE
SS,3,24,24,ssc-SS_ac-3_m-24_ccsl-24,FALSE
SS,3,24,3,ssc-SS_ac-3_m-24_ccsl-3,FALSE
SS,3,24,gen,ssc-SS_ac-3_m-24_ccsl-gen,FALSE
SS,5,1,1,ssc-SS_ac-5_m-1_ccsl-1,FALSE
SS,5,1,-1,ssc-SS_ac-5_m-1_ccsl--1,FALSE
SS,5,1,12,ssc-SS_ac-5_m-1_ccsl-12,FALSE
SS,5,1,24,ssc-SS_ac-5_m-1_ccsl-24,FALSE
SS,5,1,3,ssc-SS_ac-5_m-1_ccsl-3,FALSE
SS,5,1,gen,ssc-SS_ac-5_m-1_ccsl-gen,TRUE
SS,5,3,1,ssc-SS_ac-5_m-3_ccsl-1,FALSE
SS,5,3,-1,ssc-SS_ac-5_m-3_ccsl--1,FALSE
SS,5,3,12,ssc-SS_ac-5_m-3_ccsl-12,FALSE
SS,5,3,24,ssc-SS_ac-5_m-3_ccsl-24,FALSE
SS,5,3,3,ssc-SS_ac-5_m-3_ccsl-3,FALSE
SS,5,3,gen,ssc-SS_ac-5_m-3_ccsl-gen,TRUE
SS,5,12,1,ssc-SS_ac-5_m-12_ccsl-1,FALSE
SS,5,12,-1,ssc-SS_ac-5_m-12_ccsl--1,FALSE
SS,5,12,12,ssc-SS_ac-5_m-12_ccsl-12,FALSE
SS,5,12,24,ssc-SS_ac-5_m-12_ccsl-24,FALSE
SS,5,12,3,ssc-SS_ac-5_m-12_ccsl-3,FALSE
SS,5,12,gen,ssc-SS_ac-5_m-12_ccsl-gen,TRUE
SS,5,24,1,ssc-SS_ac-5_m-24_ccsl-1,FALSE
SS,5,24,-1,ssc-SS_ac-5_m-24_ccsl--1,FALSE
SS,5,24,12,ssc-SS_ac-5_m-24_ccsl-12,FALSE
SS,5,24,24,ssc-SS_ac-5_m-24_ccsl-24,FALSE
SS,5,24,3,ssc-SS_ac-5_m-24_ccsl-3,FALSE
SS,5,24,gen,ssc-SS_ac-5_m-24_ccsl-gen,FALSE
SS,8,1,1,ssc-SS_ac-8_m-1_ccsl-1,FALSE
SS,8,1,-1,ssc-SS_ac-8_m-1_ccsl--1,FALSE
SS,8,1,12,ssc-SS_ac-8_m-1_ccsl-12,FALSE
SS,8,1,24,ssc-SS_ac-8_m-1_ccsl-24,FALSE
SS,8,1,3,ssc-SS_ac-8_m-1_ccsl-3,FALSE
SS,8,1,gen,ssc-SS_ac-8_m-1_ccsl-gen,FALSE
SS,8,3,1,ssc-SS_ac-8_m-3_ccsl-1,FALSE
SS,8,3,-1,ssc-SS_ac-8_m-3_ccsl--1,FALSE
SS,8,3,12,ssc-SS_ac-8_m-3_ccsl-12,FALSE
SS,8,3,24,ssc-SS_ac-8_m-3_ccsl-24,FALSE
SS,8,3,3,ssc-SS_ac-8_m-3_ccsl-3,FALSE
SS,8,3,gen,ssc-SS_ac-8_m-3_ccsl-gen,FALSE
SS,8,12,1,ssc-SS_ac-8_m-12_ccsl-1,FALSE
SS,8,12,-1,ssc-SS_ac-8_m-12_ccsl--1,FALSE
SS,8,12,12,ssc-SS_ac-8_m-12_ccsl-12,FALSE
SS,8,12,24,ssc-SS_ac-8_m-12_ccsl-24,FALSE
SS,8,12,3,ssc-SS_ac-8_m-12_ccsl-3,FALSE
SS,8,12,gen,ssc-SS_ac-8_m-12_ccsl-gen,FALSE
SS,8,24,1,ssc-SS_ac-8_m-24_ccsl-1,FALSE
SS,8,24,-1,ssc-SS_ac-8_m-24_ccsl--1,FALSE
SS,8,24,12,ssc-SS_ac-8_m-24_ccsl-12,FALSE
SS,8,24,24,ssc-SS_ac-8_m-24_ccsl-24,FALSE
SS,8,24,3,ssc-SS_ac-8_m-24_ccsl-3,FALSE
SS,8,24,gen,ssc-SS_ac-8_m-24_ccsl-gen,FALSE
SS,11,1,1,ssc-SS_ac-11_m-1_ccsl-1,FALSE
SS,11,1,-1,ssc-SS_ac-11_m-1_ccsl--1,FALSE
SS,11,1,12,ssc-SS_ac-11_m-1_ccsl-12,FALSE
SS,11,1,24,ssc-SS_ac-11_m-1_ccsl-24,FALSE
SS,11,1,3,ssc-SS_ac-11_m-1_ccsl-3,FALSE
SS,11,1,gen,ssc-SS_ac-11_m-1_ccsl-gen,FALSE
SS,11,3,1,ssc-SS_ac-11_m-3_ccsl-1,FALSE
SS,11,3,-1,ssc-SS_ac-11_m-3_ccsl--1,FALSE
SS,11,3,12,ssc-SS_ac-11_m-3_ccsl-12,FALSE
SS,11,3,24,ssc-SS_ac-11_m-3_ccsl-24,FALSE
SS,11,3,3,ssc-SS_ac-11_m-3_ccsl-3,FALSE
SS,11,3,gen,ssc-SS_ac-11_m-3_ccsl-gen,FALSE
SS,11,12,1,ssc-SS_ac-11_m-12_ccsl-1,FALSE
SS,11,12,-1,ssc-SS_ac-11_m-12_ccsl--1,FALSE
SS,11,12,12,ssc-SS_ac-11_m-12_ccsl-12,FALSE
SS,11,12,24,ssc-SS_ac-11_m-12_ccsl-24,FALSE
SS,11,12,3,ssc-SS_ac-11_m-12_ccsl-3,FALSE
SS,11,12,gen,ssc-SS_ac-11_m-12_ccsl-gen,FALSE
SS,11,24,1,ssc-SS_ac-11_m-24_ccsl-1,FALSE
SS,11,24,-1,ssc-SS_ac-11_m-24_ccsl--1,FALSE
SS,11,24,12,ssc-SS_ac-11_m-24_ccsl-12,FALSE
SS,11,24,24,ssc-SS_ac-11_m-24_ccsl-24,FALSE
SS,11,24,3,ssc-SS_ac-11_m-24_ccsl-3,FALSE
SS,11,24,gen,ssc-SS_ac-11_m-24_ccsl-gen,FALSE
SS,14,1,1,ssc-SS_ac-14_m-1_ccsl-1,FALSE
SS,14,1,-1,ssc-SS_ac-14_m-1_ccsl--1,FALSE
SS,14,1,12,ssc-SS_ac-14_m-1_ccsl-12,FALSE
SS,14,1,24,ssc-SS_ac-14_m-1_ccsl-24,FALSE
SS,14,1,3,ssc-SS_ac-14_m-1_ccsl-3,FALSE
SS,14,1,gen,ssc-SS_ac-14_m-1_ccsl-gen,FALSE
SS,14,3,1,ssc-SS_ac-14_m-3_ccsl-1,FALSE
SS,14,3,-1,ssc-SS_ac-14_m-3_ccsl--1,FALSE
SS,14,3,12,ssc-SS_ac-14_m-3_ccsl-12,FALSE
SS,14,3,24,ssc-SS_ac-14_m-3_ccsl-24,FALSE
SS,14,3,3,ssc-SS_ac-14_m-3_ccsl-3,FALSE
SS,14,3,gen,ssc-SS_ac-14_m-3_ccsl-gen,FALSE
SS,14,12,1,ssc-SS_ac-14_m-12_ccsl-1,FALSE
SS,14,12,-1,ssc-SS_ac-14_m-12_ccsl--1,FALSE
SS,14,12,12,ssc-SS_ac-14_m-12_ccsl-12,FALSE
SS,14,12,24,ssc-SS_ac-14_m-12_ccsl-24,FALSE
SS,14,12,3,ssc-SS_ac-14_m-12_ccsl-3,FALSE
SS,14,12,gen,ssc-SS_ac-14_m-12_ccsl-gen,FALSE
SS,14,24,1,ssc-SS_ac-14_m-24_ccsl-1,FALSE
SS,14,24,-1,ssc-SS_ac-14_m-24_ccsl--1,FALSE
SS,14,24,12,ssc-SS_ac-14_m-24_ccsl-12,FALSE
SS,14,24,24,ssc-SS_ac-14_m-24_ccsl-24,FALSE
SS,14,24,3,ssc-SS_ac-14_m-24_ccsl-3,FALSE
SS,14,24,gen,ssc-SS_ac-14_m-24_ccsl-gen,FALSE
SS,26,1,1,ssc-SS_ac-26_m-1_ccsl-1,FALSE
SS,26,1,-1,ssc-SS_ac-26_m-1_ccsl--1,FALSE
SS,26,1,12,ssc-SS_ac-26_m-1_ccsl-12,FALSE
SS,26,1,24,ssc-SS_ac-26_m-1_ccsl-24,FALSE
SS,26,1,3,ssc-SS_ac-26_m-1_ccsl-3,FALSE
SS,26,1,gen,ssc-SS_ac-26_m-1_ccsl-gen,FALSE
SS,26,3,1,ssc-SS_ac-26_m-3_ccsl-1,FALSE
SS,26,3,-1,ssc-SS_ac-26_m-3_ccsl--1,FALSE
SS,26,3,12,ssc-SS_ac-26_m-3_ccsl-12,FALSE
SS,26,3,24,ssc-SS_ac-26_m-3_ccsl-24,FALSE
SS,26,3,3,ssc-SS_ac-26_m-3_ccsl-3,FALSE
SS,26,3,gen,ssc-SS_ac-26_m-3_ccsl-gen,FALSE
SS,26,12,1,ssc-SS_ac-26_m-12_ccsl-1,FALSE
SS,26,12,-1,ssc-SS_ac-26_m-12_ccsl--1,FALSE
SS,26,12,12,ssc-SS_ac-26_m-12_ccsl-12,FALSE
SS,26,12,24,ssc-SS_ac-26_m-12_ccsl-24,FALSE
SS,26,12,3,ssc-SS_ac-26_m-12_ccsl-3,FALSE
SS,26,12,gen,ssc-SS_ac-26_m-12_ccsl-gen,FALSE
SS,26,24,1,ssc-SS_ac-26_m-24_ccsl-1,FALSE
SS,26,24,-1,ssc-SS_ac-26_m-24_ccsl--1,FALSE
SS,26,24,12,ssc-SS_ac-26_m-24_ccsl-12,FALSE
SS,26,24,24,ssc-SS_ac-26_m-24_ccsl-24,FALSE
SS,26,24,3,ssc-SS_ac-26_m-24_ccsl-3,FALSE
SS,26,24,gen,ssc-SS_ac-26_m-24_ccsl-gen,FALSE
SS,38,1,1,ssc-SS_ac-38_m-1_ccsl-1,FALSE
SS,38,1,-1,ssc-SS_ac-38_m-1_ccsl--1,FALSE
SS,38,1,12,ssc-SS_ac-38_m-1_ccsl-12,FALSE
SS,38,1,24,ssc-SS_ac-38_m-1_ccsl-24,FALSE
SS,38,1,3,ssc-SS_ac-38_m-1_ccsl-3,FALSE
SS,38,1,gen,ssc-SS_ac-38_m-1_ccsl-gen,FALSE
SS,38,3,1,ssc-SS_ac-38_m-3_ccsl-1,FALSE
SS,38,3,-1,ssc-SS_ac-38_m-3_ccsl--1,FALSE
SS,38,3,12,ssc-SS_ac-38_m-3_ccsl-12,FALSE
SS,38,3,24,ssc-SS_ac-38_m-3_ccsl-24,FALSE
SS,38,3,3,ssc-SS_ac-38_m-3_ccsl-3,FALSE
SS,38,3,gen,ssc-SS_ac-38_m-3_ccsl-gen,FALSE
SS,38,12,1,ssc-SS_ac-38_m-12_ccsl-1,FALSE
SS,38,12,-1,ssc-SS_ac-38_m-12_ccsl--1,FALSE
SS,38,12,12,ssc-SS_ac-38_m-12_ccsl-12,FALSE
SS,38,12,24,ssc-SS_ac-38_m-12_ccsl-24,FALSE
SS,38,12,3,ssc-SS_ac-38_m-12_ccsl-3,FALSE
SS,38,12,gen,ssc-SS_ac-38_m-12_ccsl-gen,FALSE
SS,38,24,1,ssc-SS_ac-38_m-24_ccsl-1,FALSE
SS,38,24,-1,ssc-SS_ac-38_m-24_ccsl--1,FALSE
SS,38,24,12,ssc-SS_ac-38_m-24_ccsl-12,FALSE
SS,38,24,24,ssc-SS_ac-38_m-24_ccsl-24,FALSE
SS,38,24,3,ssc-SS_ac-38_m-24_ccsl-3,FALSE
SS,38,24,gen,ssc-SS_ac-38_m-24_ccsl-gen,FALSE
SS,39,1,1,ssc-SS_ac-39_m-1_ccsl-1,FALSE
SS,39,1,-1,ssc-SS_ac-39_m-1_ccsl--1,FALSE
SS,39,1,12,ssc-SS_ac-39_m-1_ccsl-12,FALSE
SS,39,1,24,ssc-SS_ac-39_m-1_ccsl-24,FALSE
SS,39,1,3,ssc-SS_ac-39_m-1_ccsl-3,FALSE
SS,39,1,gen,ssc-SS_ac-39_m-1_ccsl-gen,FALSE
SS,39,3,1,ssc-SS_ac-39_m-3_ccsl-1,FALSE
SS,39,3,-1,ssc-SS_ac-39_m-3_ccsl--1,FALSE
SS,39,3,12,ssc-SS_ac-39_m-3_ccsl-12,FALSE
SS,39,3,24,ssc-SS_ac-39_m-3_ccsl-24,FALSE
SS,39,3,3,ssc-SS_ac-39_m-3_ccsl-3,FALSE
SS,39,3,gen,ssc-SS_ac-39_m-3_ccsl-gen,FALSE
SS,39,12,1,ssc-SS_ac-39_m-12_ccsl-1,FALSE
SS,39,12,-1,ssc-SS_ac-39_m-12_ccsl--1,FALSE
SS,39,12,12,ssc-SS_ac-39_m-12_ccsl-12,FALSE
SS,39,12,24,ssc-SS_ac-39_m-12_ccsl-24,FALSE
SS,39,12,3,ssc-SS_ac-39_m-12_ccsl-3,FALSE
SS,39,12,gen,ssc-SS_ac-39_m-12_ccsl-gen,FALSE
SS,39,24,1,ssc-SS_ac-39_m-24_ccsl-1,FALSE
SS,39,24,-1,ssc-SS_ac-39_m-24_ccsl--1,FALSE
SS,39,24,12,ssc-SS_ac-39_m-24_ccsl-12,FALSE
SS,39,24,24,ssc-SS_ac-39_m-24_ccsl-24,FALSE
SS,39,24,3,ssc-SS_ac-39_m-24_ccsl-3,FALSE
SS,39,24,gen,ssc-SS_ac-39_m-24_ccsl-gen,FALSE
